,avg_cv_balanced_accuracy,case,dim_red,avg_cv_geometric_mean,avg_cv_f1,avg_cv_fit_time,model_name,avg_cv_predict_time
156,0.5239866054633264,ternary_negneu,LDA,0.46322397416779937,0.4831714449609451,0.021151161193847655,PassAgg+PassAgg,0.0002002716064453125
157,0.526521170743804,ternary_negneu,LDA,0.46791377575366083,0.493077638359663,0.0336402416229248,PassAgg+Ridge,0.0002002716064453125
158,0.5250739919911026,ternary_negneu,LDA,0.46605428174303676,0.4909530105305949,0.036769056320190424,PassAgg+SGD,0.0002002716064453125
159,0.5265517861336297,ternary_negneu,LDA,0.4715729326977941,0.48912902034827554,1.4401241779327394,PassAgg+SVC,0.015824413299560545
160,0.5397323453055802,ternary_negneu,LDA,0.5127669254042241,0.5145341748143734,0.16273784637451172,Ridge+Bagging,0.011562633514404298
161,0.4910208797648754,ternary_negneu,LDA,0.0,0.2084675585603437,0.013338708877563476,Ridge+Dummy,0.00039992332458496096
162,0.539973532928615,ternary_negneu,LDA,0.5116634573867689,0.5180509129959289,0.6401535034179687,Ridge+ExtraTrees,0.06077785491943359
163,0.5515787593510264,ternary_negneu,LDA,0.5233627653185579,0.5372635202260305,0.022710895538330077,Ridge+LDA,0.00039992332458496096
164,0.5512272719671426,ternary_negneu,LDA,0.5230519026829221,0.536608405586603,0.035204601287841794,Ridge+LogReg,0.00039992332458496096
165,0.551653050116764,ternary_negneu,LDA,0.5243959815122237,0.5357213314571585,1.5041131496429443,Ridge+MLP,0.0097747802734375
166,0.5487206430083216,ternary_negneu,LDA,0.5154864107305912,0.5287543753088941,0.013338708877563476,Ridge+PassAgg,0.00039992332458496096
167,0.5510448964313356,ternary_negneu,LDA,0.5205706432236978,0.5392995383344173,0.025827789306640626,Ridge+Ridge,0.00039992332458496096
168,0.5495355034755122,ternary_negneu,LDA,0.5183638597775956,0.5366429177617522,0.028956604003906247,Ridge+SGD,0.00039992332458496096
169,0.5511669240514314,ternary_negneu,LDA,0.5238436445475319,0.5345370807398331,1.432311725616455,Ridge+SVC,0.016024065017700196
170,0.537618858883948,ternary_negneu,LDA,0.5054103737001869,0.5078883600091817,0.16539745330810549,SGD+Bagging,0.011162710189819337
171,0.49053406428626356,ternary_negneu,LDA,0.0,0.2070697680935465,0.015998315811157227,SGD+Dummy,0.0
172,0.5374962635886834,ternary_negneu,LDA,0.5037946503895558,0.5108217453715105,0.6428131103515624,SGD+ExtraTrees,0.06037793159484863
173,0.5490374965006843,ternary_negneu,LDA,0.5157349399424953,0.5298836542435261,0.02537050247192383,SGD+LDA,0.0
174,0.5487481402134142,ternary_negneu,LDA,0.5154888248039476,0.5292791617927393,0.03786420822143555,SGD+LogReg,0.0
175,0.5492231128568007,ternary_negneu,LDA,0.516977443463282,0.5285335140747166,1.506772756576538,SGD+MLP,0.009374856948852539
